Sale_ID,Sale_Date,Year,Month,Country,State_Region,City,Dealer_Name,Brand,Model,Vehicle_Type,Vehicle_Segment,Fuel_Type,Transmission,Vehicle_Year,Customer_Age,Customer_Gender,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Finance_Status,Customer_Rating
AS108428,2026-07-07,2026,Jul,UAE,Ajman,Ajman,Global Wheels 17,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2023,43,Male,Retail,1,54867.0,3871.88,50995.12,40653.87,10341.25,0.2028,Bank Finance,Approved,4.0
AS108429,2024-12-03,2024,Dec,Australia,Western Australia,Perth,Prime Auto 1,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2021,20,Female,Retail,1,42768.57,5631.32,37137.25,25525.64,11611.61,0.3127,Bank Finance,Approved,3.4
AS108430,2026-04-17,2026,Apr,Australia,New South Wales,Newcastle,Elite Motors 5,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,33,Male,Corporate,1,43166.43,3557.71,39608.73,28012.86,11595.86,0.2928,Bank Finance,Rejected,4.7
AS108431,2025-01-15,2025,Jan,Australia,Western Australia,Perth,Elite Motors 12,Kia,EV6,Hatchback,Electric,Electric,Automatic,2023,41,Male,Retail,2,44779.05,9882.37,79675.73,63075.5,16600.24,0.2083,Bank Finance,Approved,3.6
AS108432,2026-02-09,2026,Feb,Germany,Berlin,Berlin,AutoHub 7,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2023,24,Male,Retail,3,20740.49,6207.7,56013.78,42459.57,13554.21,0.242,Credit Card,Not Required,4.4
AS108433,2026-08-09,2026,Aug,Canada,Alberta,Edmonton,AutoHub 16,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2025,33,Male,Retail,1,35649.71,3826.41,31823.31,25588.51,6234.79,0.1959,Lease,Rejected,4.0
AS108434,2024-06-25,2024,Jun,Germany,Bavaria,Munich,Elite Motors 9,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2024,47,Male,Fleet,1,36610.9,4281.18,32329.73,24001.69,8328.04,0.2576,Bank Finance,Pending,3.4
AS108435,2026-08-29,2026,Aug,UK,England,London,Global Wheels 9,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2025,34,Female,Fleet,1,33141.95,1411.86,31730.09,22937.93,8792.16,0.2771,Cash,Not Required,4.4
AS108436,2025-04-10,2025,Apr,USA,Texas,Houston,CityDrive 12,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2023,40,Female,Fleet,3,32510.61,12021.47,85510.37,69591.4,15918.98,0.1862,Bank Finance,Approved,4.8
AS108437,2026-03-22,2026,Mar,UAE,Sharjah,Sharjah,Metro Motors 12,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2025,40,Male,Retail,1,42600.37,1330.52,41269.85,28831.53,12438.32,0.3014,Bank Finance,Approved,4.3
AS108438,2025-01-09,2025,Jan,Australia,Queensland,Brisbane,AutoHub 13,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2025,25,Female,Retail,1,31664.37,4273.79,27390.59,18891.95,8498.64,0.3103,Bank Finance,Approved,3.1
AS108439,2024-12-25,2024,Dec,UK,Wales,Swansea,AutoHub 10,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2022,26,Male,Retail,1,42489.15,5707.26,36781.89,28609.95,8171.94,0.2222,Bank Finance,Approved,3.9
AS108440,2025-03-15,2025,Mar,Australia,Western Australia,Perth,AutoHub 15,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2021,46,Female,Retail,1,45138.63,940.64,44197.99,35474.6,8723.4,0.1974,Bank Finance,Rejected,3.9
AS108441,2026-02-19,2026,Feb,India,Telangana,Warangal,Elite Motors 3,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2024,21,Male,Corporate,1,33653.15,4163.78,29489.37,23435.93,6053.44,0.2053,Credit Card,Not Required,4.4
AS108442,2025-05-30,2025,May,Japan,Osaka,Osaka,Global Wheels 15,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,42,Male,Retail,1,41756.66,5288.24,36468.42,28413.84,8054.58,0.2209,Credit Card,Not Required,4.9
AS108443,2025-11-25,2025,Nov,Australia,Western Australia,Perth,CityDrive 14,Kia,EV6,Hatchback,Electric,Electric,Automatic,2021,30,Female,Corporate,5,44090.29,23846.89,196604.55,153964.35,42640.19,0.2169,Cash,Not Required,4.3
AS108444,2025-09-16,2025,Sep,Japan,Tokyo,Tokyo,Global Wheels 1,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2026,24,Male,Corporate,1,45233.81,5169.05,40064.75,33839.94,6224.81,0.1554,Lease,Approved,4.1
AS108445,2024-05-18,2024,May,UK,Scotland,Glasgow,CityDrive 2,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2026,49,Female,Retail,1,32816.67,1757.88,31058.79,25657.29,5401.5,0.1739,Lease,Pending,4.5
AS108446,2026-01-05,2026,Jan,Japan,Aichi,Nagoya,Elite Motors 12,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,42,Male,Retail,1,29679.62,3689.65,25989.97,19878.15,6111.82,0.2352,Credit Card,Not Required,4.8
AS108447,2024-10-14,2024,Oct,Japan,Aichi,Nagoya,CityDrive 8,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2026,42,Male,Retail,1,32494.86,2641.1,29853.75,21269.14,8584.61,0.2876,Bank Finance,Approved,4.4
AS108448,2024-04-07,2024,Apr,Canada,Alberta,Edmonton,CityDrive 16,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2026,43,Female,Retail,1,42777.02,4118.01,38659.01,33145.34,5513.67,0.1426,Lease,Approved,3.2
AS108449,2024-06-11,2024,Jun,Japan,Osaka,Osaka,AutoHub 9,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2021,36,Female,Retail,1,48985.63,2358.68,46626.95,37775.82,8851.13,0.1898,Cash,Not Required,3.9
AS108450,2024-03-06,2024,Mar,USA,Florida,Miami,Prime Auto 14,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2022,54,Male,Fleet,1,41752.94,2908.12,38844.82,29427.19,9417.63,0.2424,Bank Finance,Approved,3.2
AS108451,2026-05-16,2026,May,USA,New York,Rochester,Metro Motors 6,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2024,37,Female,Retail,1,33347.16,2007.9,31339.26,23812.72,7526.54,0.2402,Credit Card,Not Required,3.6
AS108452,2024-07-11,2024,Jul,Japan,Tokyo,Tokyo,Elite Motors 14,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2024,34,Male,Corporate,1,33701.14,2780.63,30920.51,22220.04,8700.48,0.2814,Bank Finance,Approved,3.6
AS108453,2025-08-11,2025,Aug,USA,California,San Diego,AutoHub 2,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,36,Female,Retail,1,42885.28,4879.8,38005.48,31979.74,6025.74,0.1585,Credit Card,Not Required,3.7
AS108454,2025-06-11,2025,Jun,USA,Illinois,Springfield,Prime Auto 17,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2023,24,Female,Retail,1,32012.73,3433.35,28579.37,23448.24,5131.13,0.1795,Credit Card,Not Required,4.2
AS108455,2024-12-23,2024,Dec,Japan,Osaka,Osaka,Elite Motors 9,Honda,Civic,Sedan,Compact,Petrol,CVT,2026,23,Female,Fleet,4,23794.14,11675.69,83500.88,67455.26,16045.62,0.1922,Lease,Approved,4.3
AS108456,2024-06-26,2024,Jun,USA,California,San Diego,Global Wheels 8,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2026,40,Male,Retail,1,25611.08,3359.8,22251.27,16851.17,5400.1,0.2427,Bank Finance,Approved,4.1
AS108457,2024-01-12,2024,Jan,Australia,Victoria,Melbourne,AutoHub 10,Mercedes-Benz,C-Class,Sedan,Luxury,Petrol,Automatic,2022,38,Male,Corporate,1,56657.8,6845.77,49812.03,40034.07,9777.96,0.1963,Bank Finance,Approved,4.3
AS108458,2025-04-28,2025,Apr,Canada,Quebec,Quebec City,Prime Auto 5,Tesla,Model Y,SUV,Electric,Electric,Automatic,2026,37,Male,Corporate,1,45516.49,5519.65,39996.85,32166.54,7830.31,0.1958,Bank Finance,Approved,3.8
AS108459,2025-01-23,2025,Jan,UAE,Dubai,Dubai,Global Wheels 12,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2022,48,Female,Retail,1,42259.44,2145.6,40113.84,27426.03,12687.81,0.3163,Cash,Not Required,4.1
AS108460,2025-04-24,2025,Apr,Canada,Alberta,Calgary,Prime Auto 8,Toyota,RAV4,SUV,Compact SUV,Hybrid,Automatic,2025,23,Male,Retail,1,34312.57,1556.86,32755.71,24231.3,8524.41,0.2602,Bank Finance,Pending,4.8
AS108461,2024-11-16,2024,Nov,UAE,Abu Dhabi,Abu Dhabi,Global Wheels 4,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2026,51,Male,Retail,2,33879.59,4649.49,63109.69,54193.02,8916.67,0.1413,Credit Card,Not Required,4.3
AS108462,2025-09-06,2025,Sep,Japan,Kanagawa,Yokohama,AutoHub 4,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2022,36,Female,Retail,1,44304.11,2269.51,42034.6,33662.56,8372.04,0.1992,Lease,Approved,4.2
AS108463,2024-03-23,2024,Mar,Germany,Berlin,Berlin,Prime Auto 13,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2025,31,Male,Corporate,2,50795.76,2540.97,99050.55,69957.38,29093.16,0.2937,Bank Finance,Pending,4.1
AS108464,2025-08-17,2025,Aug,Canada,Quebec,Montreal,Metro Motors 11,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2025,37,Female,Retail,2,31870.2,1562.93,62177.47,45507.2,16670.27,0.2681,Bank Finance,Approved,4.5
AS108465,2025-08-25,2025,Aug,Canada,Alberta,Calgary,Elite Motors 13,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2021,33,Male,Retail,1,29161.88,2552.91,26608.96,19276.99,7331.98,0.2755,Lease,Approved,3.7
AS108466,2024-10-06,2024,Oct,UAE,Sharjah,Sharjah,Metro Motors 16,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2026,39,Male,Corporate,2,61403.72,17157.66,105649.78,89425.81,16223.98,0.1536,Bank Finance,Approved,3.9
AS108467,2026-06-26,2026,Jun,USA,Illinois,Springfield,Metro Motors 4,Kia,EV6,Hatchback,Electric,Electric,Automatic,2023,25,Female,Retail,1,52471.28,2963.72,49507.55,42167.41,7340.15,0.1483,Lease,Rejected,4.1
AS108468,2025-11-24,2025,Nov,UK,Northern Ireland,Belfast,Metro Motors 7,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2024,45,Male,Retail,1,41635.97,5507.78,36128.19,26497.08,9631.11,0.2666,Bank Finance,Approved,3.8
AS108469,2024-01-21,2024,Jan,Japan,Kanagawa,Yokohama,AutoHub 15,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,35,Male,Retail,1,25983.99,1696.56,24287.43,17163.02,7124.41,0.2933,Cash,Not Required,4.3
AS108470,2025-03-07,2025,Mar,Australia,New South Wales,Sydney,Metro Motors 3,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2021,40,Female,Retail,1,29542.5,3355.18,26187.32,20403.8,5783.53,0.2209,Lease,Rejected,4.8
AS108471,2025-12-12,2025,Dec,UAE,Ajman,Ajman,Metro Motors 7,Honda,Civic,Sedan,Compact,Petrol,CVT,2026,39,Female,Retail,1,26188.1,972.8,25215.3,19319.3,5896.0,0.2338,Credit Card,Not Required,3.9
AS108472,2025-11-27,2025,Nov,UK,Northern Ireland,Belfast,Elite Motors 10,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2024,26,Female,Retail,1,26637.8,1385.32,25252.47,20636.57,4615.91,0.1828,Bank Finance,Approved,3.9
AS108473,2025-10-26,2025,Oct,Japan,Tokyo,Tokyo,AutoHub 4,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,20,Male,Retail,1,24946.89,2854.97,22091.92,15676.43,6415.49,0.2904,Credit Card,Not Required,4.1
AS108474,2024-02-05,2024,Feb,India,Karnataka,Bengaluru,CityDrive 12,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2022,42,Male,Fleet,1,38845.44,4616.22,34229.21,26305.52,7923.7,0.2315,Bank Finance,Approved,4.8
AS108475,2026-01-13,2026,Jan,Australia,Victoria,Melbourne,Metro Motors 5,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2025,54,Male,Retail,1,34966.87,2347.63,32619.24,23204.36,9414.88,0.2886,Bank Finance,Rejected,3.8
AS108476,2024-04-08,2024,Apr,Canada,Quebec,Quebec City,Global Wheels 3,Honda,Civic,Sedan,Compact,Petrol,CVT,2025,57,Male,Retail,1,23480.8,1185.74,22295.06,18672.62,3622.44,0.1625,Cash,Not Required,4.3
AS108477,2024-04-22,2024,Apr,USA,New York,Rochester,Metro Motors 7,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2022,32,Male,Retail,1,38328.62,4471.47,33857.15,26752.49,7104.66,0.2098,Credit Card,Not Required,3.7
AS108478,2025-07-01,2025,Jul,UAE,Abu Dhabi,Abu Dhabi,Prime Auto 11,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,41,Male,Retail,1,44876.4,1382.09,43494.31,33734.72,9759.6,0.2244,Bank Finance,Pending,4.7
AS108479,2025-09-23,2025,Sep,Australia,Western Australia,Perth,CityDrive 17,Kia,EV6,Hatchback,Electric,Electric,Automatic,2022,27,Male,Retail,1,45914.43,3182.65,42731.77,32170.41,10561.37,0.2472,Lease,Approved,4.2
AS108480,2025-04-24,2025,Apr,India,Maharashtra,Pune,Global Wheels 3,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,47,Male,Fleet,1,26165.56,2321.21,23844.35,19101.05,4743.29,0.1989,Cash,Not Required,3.3
AS108481,2025-05-30,2025,May,Japan,Osaka,Osaka,Global Wheels 13,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2021,22,Female,Retail,1,44218.98,4897.6,39321.38,31944.61,7376.77,0.1876,Lease,Approved,4.4
AS108482,2026-03-20,2026,Mar,UK,England,Birmingham,Prime Auto 9,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2026,20,Male,Retail,1,60183.15,2042.13,58141.02,41118.65,17022.37,0.2928,Bank Finance,Approved,4.1
AS108483,2024-02-07,2024,Feb,India,Telangana,Warangal,Elite Motors 5,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2022,36,Male,Retail,1,62219.98,3138.1,59081.88,46744.18,12337.7,0.2088,Bank Finance,Approved,4.3
AS108484,2025-01-24,2025,Jan,Australia,Victoria,Melbourne,CityDrive 14,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2023,35,Female,Corporate,1,51801.6,2698.49,49103.11,38076.95,11026.16,0.2246,Lease,Approved,3.4
AS108485,2025-11-03,2025,Nov,India,Maharashtra,Pune,Elite Motors 14,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2021,40,Male,Retail,2,34996.59,9398.32,60594.86,46875.05,13719.81,0.2264,Bank Finance,Approved,4.1
AS108486,2026-04-26,2026,Apr,UK,Scotland,Glasgow,Metro Motors 7,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2026,21,Male,Corporate,1,29622.06,4116.85,25505.21,20812.88,4692.33,0.184,Bank Finance,Approved,3.8
AS108487,2024-03-20,2024,Mar,Canada,British Columbia,Vancouver,CityDrive 3,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2026,20,Female,Retail,1,26730.79,1913.24,24817.54,17004.96,7812.58,0.3148,Cash,Not Required,4.9
AS108488,2026-02-26,2026,Feb,UAE,Abu Dhabi,Abu Dhabi,Elite Motors 11,Honda,Civic,Sedan,Compact,Petrol,CVT,2024,40,Female,Retail,1,24359.39,3262.97,21096.42,15437.23,5659.19,0.2683,Credit Card,Not Required,3.3
AS108489,2025-02-21,2025,Feb,India,Karnataka,Mangaluru,Prime Auto 1,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2026,29,Female,Corporate,2,30492.43,6181.87,54802.99,44541.87,10261.12,0.1872,Credit Card,Not Required,5.0
AS108490,2025-10-20,2025,Oct,USA,Texas,Houston,CityDrive 12,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2024,46,Female,Retail,1,36802.02,2918.89,33883.13,25902.95,7980.18,0.2355,Bank Finance,Rejected,3.7
AS108491,2024-05-19,2024,May,India,Kerala,Thiruvananthapuram,AutoHub 4,Tesla,Model Y,SUV,Electric,Electric,Automatic,2026,24,Male,Retail,1,50312.29,4087.2,46225.08,34933.53,11291.55,0.2443,Cash,Not Required,4.1
AS108492,2025-11-09,2025,Nov,UK,Scotland,Glasgow,Global Wheels 3,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2025,38,Male,Retail,1,45533.15,3569.85,41963.3,28903.83,13059.47,0.3112,Credit Card,Not Required,3.1
AS108493,2024-10-19,2024,Oct,Canada,Quebec,Montreal,Prime Auto 16,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2026,41,Male,Retail,1,39854.3,842.6,39011.7,27243.73,11767.97,0.3017,Bank Finance,Approved,3.1
AS108494,2025-05-03,2025,May,Australia,Queensland,Brisbane,Metro Motors 1,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2022,45,Female,Retail,1,39015.84,4011.6,35004.24,24284.34,10719.9,0.3062,Bank Finance,Approved,4.0
AS108495,2025-06-25,2025,Jun,Japan,Osaka,Osaka,CityDrive 12,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2023,39,Female,Retail,1,63858.71,5574.23,58284.48,44924.97,13359.51,0.2292,Bank Finance,Approved,4.3
AS108496,2026-06-17,2026,Jun,Japan,Aichi,Nagoya,Elite Motors 12,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2022,45,Female,Retail,1,40966.54,4650.68,36315.86,29894.39,6421.47,0.1768,Bank Finance,Approved,3.0
AS108497,2025-03-30,2025,Mar,Germany,Berlin,Berlin,AutoHub 7,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2023,39,Male,Retail,1,28519.31,3723.07,24796.24,18024.65,6771.59,0.2731,Credit Card,Not Required,3.8
AS108498,2025-01-08,2025,Jan,Germany,Bavaria,Munich,Global Wheels 9,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2025,51,Female,Retail,1,35506.14,2845.97,32660.17,23925.9,8734.27,0.2674,Credit Card,Not Required,4.3
AS108499,2026-07-18,2026,Jul,India,Maharashtra,Nagpur,CityDrive 11,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2025,41,Male,Retail,2,43375.83,6337.82,80413.84,55009.3,25404.54,0.3159,Credit Card,Not Required,4.0
AS108500,2024-06-23,2024,Jun,Australia,Victoria,Geelong,Global Wheels 15,Tesla,Model Y,SUV,Electric,Electric,Automatic,2024,52,Male,Retail,1,50409.95,6937.62,43472.33,34367.17,9105.15,0.2094,Bank Finance,Pending,4.0
AS108501,2025-07-20,2025,Jul,India,Maharashtra,Pune,Prime Auto 12,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2025,35,Female,Corporate,4,43116.79,8057.97,164409.18,137298.44,27110.74,0.1649,Lease,Approved,3.8
AS108502,2024-05-20,2024,May,Germany,Hesse,Frankfurt,Elite Motors 9,Honda,Civic,Sedan,Compact,Petrol,CVT,2026,35,Female,Corporate,1,25763.2,1266.85,24496.35,18078.1,6418.24,0.262,Credit Card,Not Required,2.9
AS108503,2026-05-02,2026,May,Canada,Ontario,Ottawa,Elite Motors 6,Nissan,Qashqai,SUV,Compact SUV,Petrol,CVT,2021,41,Male,Retail,1,30979.61,2091.97,28887.64,24694.31,4193.33,0.1452,Bank Finance,Pending,4.3
AS108504,2026-07-26,2026,Jul,Canada,Alberta,Edmonton,AutoHub 8,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2026,31,Male,Retail,1,24058.89,2380.21,21678.68,18173.38,3505.3,0.1617,Bank Finance,Rejected,3.8
AS108505,2024-07-04,2024,Jul,Australia,Victoria,Geelong,AutoHub 9,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2021,46,Male,Corporate,1,43804.2,3119.2,40685.0,28664.35,12020.65,0.2955,Credit Card,Not Required,3.6
AS108506,2025-10-21,2025,Oct,UK,Wales,Swansea,Global Wheels 3,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2021,28,Female,Retail,1,41416.4,2169.1,39247.3,31921.37,7325.93,0.1867,Cash,Not Required,5.0
AS108507,2025-01-18,2025,Jan,India,Karnataka,Bengaluru,Global Wheels 17,Tesla,Model Y,SUV,Electric,Electric,Automatic,2023,30,Female,Fleet,1,49184.11,5154.09,44030.02,32329.51,11700.51,0.2657,Lease,Approved,4.6
AS108508,2025-10-08,2025,Oct,USA,California,Los Angeles,CityDrive 5,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2021,31,Male,Corporate,2,32000.02,7046.22,56953.81,45961.33,10992.48,0.193,Credit Card,Not Required,4.0
AS108509,2026-05-21,2026,May,Germany,Saxony,Leipzig,CityDrive 16,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2026,32,Male,Retail,1,33881.15,2792.04,31089.11,23544.08,7545.03,0.2427,Bank Finance,Approved,4.4
AS108510,2026-04-27,2026,Apr,UAE,Dubai,Dubai,AutoHub 7,Kia,EV6,Hatchback,Electric,Electric,Automatic,2024,20,Female,Fleet,1,44432.64,1149.4,43283.24,30131.65,13151.59,0.3038,Credit Card,Not Required,4.1
AS108511,2024-02-05,2024,Feb,Germany,Bavaria,Munich,Elite Motors 14,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2026,46,Male,Retail,1,27392.02,1628.73,25763.3,19873.77,5889.52,0.2286,Lease,Approved,3.9
AS108512,2025-06-25,2025,Jun,UK,Wales,Cardiff,Global Wheels 15,Toyota,Corolla,Sedan,Mid-Size,Petrol,Automatic,2021,42,Female,Corporate,1,27416.72,1870.71,25546.01,21514.86,4031.16,0.1578,Credit Card,Not Required,3.9
AS108513,2025-08-09,2025,Aug,Germany,Berlin,Berlin,Metro Motors 16,Honda,Civic,Sedan,Compact,Petrol,CVT,2021,54,Female,Retail,3,27302.21,3684.78,78221.84,61762.48,16459.36,0.2104,Bank Finance,Approved,4.2
AS108514,2024-04-22,2024,Apr,UK,England,Manchester,Global Wheels 17,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,45,Female,Retail,1,26349.29,1207.1,25142.19,18672.24,6469.95,0.2573,Credit Card,Not Required,3.8
AS108515,2024-04-17,2024,Apr,Japan,Kanagawa,Yokohama,CityDrive 5,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2022,34,Male,Retail,1,69747.77,8728.57,61019.2,48620.55,12398.65,0.2032,Credit Card,Not Required,3.7
AS108516,2025-11-15,2025,Nov,Australia,Victoria,Melbourne,CityDrive 12,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2024,25,Male,Retail,2,27705.59,7122.82,48288.35,33606.41,14681.94,0.304,Bank Finance,Approved,4.4
AS108517,2026-01-31,2026,Jan,Germany,Saxony,Dresden,CityDrive 12,Kia,Sportage,SUV,Compact SUV,Petrol,Automatic,2022,45,Female,Retail,1,30485.46,2312.21,28173.24,21108.86,7064.39,0.2507,Cash,Not Required,4.3
AS108518,2025-05-30,2025,May,Canada,Alberta,Edmonton,Metro Motors 3,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2025,32,Female,Retail,1,65887.88,5982.58,59905.3,40798.7,19106.6,0.3189,Cash,Not Required,4.5
AS108519,2024-05-24,2024,May,India,Kerala,Kozhikode,CityDrive 11,Volkswagen,Golf,Hatchback,Compact,Petrol,Automatic,2023,42,Male,Retail,2,28598.02,1624.21,55571.83,45997.88,9573.95,0.1723,Credit Card,Not Required,3.4
AS108520,2024-08-10,2024,Aug,USA,New York,Rochester,CityDrive 3,BMW,X5,SUV,Luxury SUV,Hybrid,Automatic,2022,48,Male,Retail,1,68999.25,9395.4,59603.86,48070.18,11533.68,0.1935,Bank Finance,Approved,3.9
AS108521,2024-12-20,2024,Dec,Australia,New South Wales,Newcastle,AutoHub 14,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2024,43,Male,Corporate,1,46168.04,2743.65,43424.39,34095.82,9328.57,0.2148,Cash,Not Required,3.1
AS108522,2026-01-01,2026,Jan,UK,England,Manchester,Metro Motors 12,Hyundai,Ioniq 5,Hatchback,Electric,Electric,Automatic,2022,23,Male,Retail,2,44514.1,11910.05,77118.15,59645.18,17472.96,0.2266,Cash,Not Required,4.9
AS108523,2024-11-26,2024,Nov,Japan,Aichi,Nagoya,Prime Auto 6,Mercedes-Benz,GLC,SUV,Luxury SUV,Hybrid,Automatic,2025,53,Male,Fleet,2,66732.62,11595.59,121869.65,84512.9,37356.75,0.3065,Cash,Not Required,3.9
AS108524,2025-01-04,2025,Jan,Canada,Ontario,Ottawa,Metro Motors 17,Volkswagen,Tiguan,SUV,Mid-Size SUV,Diesel,Automatic,2022,51,Female,Retail,1,38987.26,1593.28,37393.98,27146.11,10247.87,0.2741,Bank Finance,Approved,3.1
AS108525,2024-06-07,2024,Jun,Canada,Ontario,Toronto,Global Wheels 1,BMW,3 Series,Sedan,Luxury,Petrol,Automatic,2025,41,Male,Fleet,1,47527.95,1566.16,45961.79,31760.04,14201.75,0.309,Credit Card,Not Required,4.7
AS108526,2024-08-26,2024,Aug,UAE,Abu Dhabi,Abu Dhabi,CityDrive 9,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2025,36,Male,Retail,1,36320.94,1686.92,34634.02,24007.85,10626.16,0.3068,Credit Card,Not Required,3.8
AS108527,2026-04-16,2026,Apr,Germany,Hesse,Frankfurt,AutoHub 8,Hyundai,Creta,SUV,Compact SUV,Petrol,Automatic,2023,49,Female,Retail,1,23312.66,2002.36,21310.3,14898.42,6411.88,0.3009,Credit Card,Not Required,3.4
AS108528,2025-09-08,2025,Sep,India,Maharashtra,Mumbai,CityDrive 16,Nissan,Leaf,Hatchback,Electric,Electric,Automatic,2021,40,Female,Corporate,1,30403.71,3534.64,26869.07,19900.57,6968.5,0.2594,Credit Card,Not Required,4.2
AS108529,2025-04-14,2025,Apr,Canada,Alberta,Edmonton,CityDrive 5,Ford,F-150,Pickup,Full-Size,Petrol,Automatic,2021,30,Female,Retail,1,38824.26,1585.53,37238.73,25478.38,11760.35,0.3158,Cash,Not Required,3.9
AS108530,2026-04-01,2026,Apr,Australia,Western Australia,Perth,CityDrive 15,Ford,Mustang,Coupe,Sports,Petrol,Automatic,2026,35,Female,Fleet,3,44671.71,8067.99,125947.16,100341.64,25605.52,0.2033,Cash,Not Required,3.5
AS108531,2024-09-24,2024,Sep,UAE,Dubai,Dubai,Elite Motors 3,Tesla,Model 3,Sedan,Electric,Electric,Automatic,2021,28,Female,Retail,1,42134.78,1354.0,40780.78,31010.99,9769.78,0.2396,Credit Card,Not Required,3.4
AS108532,2026-01-21,2026,Jan,India,Telangana,Hyderabad,Global Wheels 3,Honda,CR-V,SUV,Mid-Size SUV,Hybrid,CVT,2025,51,Male,Retail,2,38031.55,4203.16,71859.93,61025.38,10834.55,0.1508,Bank Finance,Approved,3.3
